**** All Elevator Calls (time,src,dest,state,elev dt) stage 7 ****
Elevator call,15.749018245415527,0,-6,3,0, Done, dt, 36.25098175458447
Elevator call,29.795724992354963,-4,80,3,1, Done, dt, 190.20427500764504
Elevator call,30.19242759005715,-7,88,3,1, Done, dt, 217.80757240994285
Elevator call,30.71595021642338,-5,74,3,1, Done, dt, 173.28404978357662
Elevator call,36.316621751195726,31,97,3,1, Done, dt, 240.68337824880427
Elevator call,46.331069014906234,-6,70,3,1, Done, dt, 143.66893098509377
Elevator call,52.229924572991195,-4,34,3,0, Done, dt, 81.7700754270088
Elevator call,61.04837839712013,-9,52,3,2, Done, dt, 82.95162160287987
Elevator call,62.31340802643376,-9,92,3,2, Done, dt, 131.68659197356624
Elevator call,62.42923444391522,-4,47,3,1, Done, dt, 94.57076555608478
Elevator call,62.88805493560881,4,74,3,0, Done, dt, 131.1119450643912
Elevator call,66.30025923587709,0,-1,3,3, Done, dt, 31.699740764122907
Elevator call,67.07281282103918,-4,85,3,1, Done, dt, 167.92718717896082
Elevator call,67.39684559916532,-4,80,3,1, Done, dt, 152.60315440083468
Elevator call,72.32053834730914,-1,44,3,0, Done, dt, 81.67946165269086
Elevator call,75.45009626287265,-9,-3,3,4, Done, dt, 57.54990373712735
Elevator call,79.5386026857368,0,-1,3,5, Done, dt, 257.4613973142632
Elevator call,82.00106471150661,-5,94,3,4, Done, dt, 207.99893528849339
Elevator call,85.05084296434165,-4,71,3,4, Done, dt, 161.94915703565835
Elevator call,85.05145915275011,-8,66,3,4, Done, dt, 146.9485408472499
Elevator call,86.4092159125421,-5,-1,3,5, Done, dt, 22.590784087457905
Elevator call,90.2739221800241,27,95,3,1, Done, dt, 174.7260778199759
Elevator call,97.56134129114707,-1,93,3,5, Done, dt, 125.43865870885293
Elevator call,99.09729234442648,-2,47,3,3, Done, dt, 90.90270765557352
Elevator call,100.09528650820425,-5,85,3,4, Done, dt, 170.90471349179575
Elevator call,104.82846934416693,-1,55,3,4, Done, dt, 106.17153065583307
Elevator call,105.17810733609576,-7,96,3,6, Done, dt, 146.82189266390424
Elevator call,106.41201702717126,-3,-1,3,4, Done, dt, 38.58798297282874
Elevator call,114.81417324516474,0,28,3,3, Done, dt, 46.18582675483526
Elevator call,115.21485779705449,-6,47,3,6, Done, dt, 77.78514220294551
Elevator call,132.22282787251766,12,-5,3,4, Done, dt, 296.77717212748234
Elevator call,146.35768340608342,-5,-9,3,7, Done, dt, 29.642316593916576
Elevator call,158.57843474073547,-4,-2,3,7, Done, dt, 54.421565259264526
Elevator call,159.7248447389004,-3,0,3,7, Done, dt, 65.2751552610996
Elevator call,161.17660060250478,-4,20,3,7, Done, dt, 241.82339939749522
Elevator call,165.7531344344295,0,32,3,8, Done, dt, 102.24686556557049
Elevator call,176.14887504764965,-2,-1,3,8, Done, dt, 18.851124952350347
Elevator call,181.45096466058635,-1,30,3,8, Done, dt, 74.54903533941365
Elevator call,186.51782449175312,-4,51,3,9, Done, dt, 81.48217550824688
Elevator call,195.15148933880414,44,83,3,3, Done, dt, 62.84851066119586
Elevator call,198.24467886016964,0,9,3,8, Done, dt, 26.755321139830357
Elevator call,209.23422890304005,-3,-8,3,0, Done, dt, 133.76577109695995
Elevator call,213.83674037131436,-5,0,3,2, Done, dt, 132.16325962868564
Elevator call,215.1021415287812,-5,50,3,7, Done, dt, 257.8978584712188
Elevator call,215.59051445419368,-7,23,3,7, Done, dt, 200.40948554580632
Elevator call,221.97598265680836,0,-9,3,0, Done, dt, 132.02401734319164
Elevator call,222.5359102535349,-4,88,3,5, Done, dt, 229.4640897464651
Elevator call,224.36051008672325,-5,13,3,7, Done, dt, 141.63948991327675
Elevator call,227.04590382523793,-9,-7,3,7, Done, dt, 38.95409617476207
Elevator call,227.38691454468858,-6,-2,3,7, Done, dt, 83.61308545531142
Elevator call,228.54160571475745,16,-9,3,0, Done, dt, 125.45839428524255
Elevator call,245.93291648523973,-4,-1,3,7, Done, dt, 76.06708351476027
Elevator call,248.63460391073022,-2,40,3,7, Done, dt, 194.36539608926978
Elevator call,269.20102863151715,-2,76,3,7, Done, dt, 249.79897136848285
Elevator call,269.22907784823815,-2,58,3,7, Done, dt, 221.77092215176185
Elevator call,276.01601224888486,-1,100,3,7, Done, dt, 296.98398775111514
Elevator call,281.4335441423452,-8,6,3,8, Done, dt, 74.56645585765477
Elevator call,282.3742556797197,71,67,3,9, Done, dt, 44.62574432028032
Elevator call,285.98693024600857,-7,-9,3,0, Done, dt, 68.01306975399143
Elevator call,288.8516461099614,15,99,3,7, Done, dt, 273.1483538900386
Elevator call,304.58634081139144,0,14,3,7, Done, dt, 72.41365918860856
Elevator call,307.87547983371155,34,28,3,3, Done, dt, 36.12452016628845
Elevator call,310.61716965870755,7,80,3,7, Done, dt, 222.38283034129245
Elevator call,312.0106401629912,75,-1,3,4, Done, dt, 102.9893598370088
Elevator call,315.10202800168577,-5,-6,3,6, Done, dt, 123.89797199831423
Elevator call,321.6696330121292,0,48,3,7, Done, dt, 139.33036698787078
Elevator call,326.2162004719032,-9,-8,3,1, Done, dt, 127.78379952809678
Elevator call,326.89462213255365,-3,0,3,2, Done, dt, 19.10537786744635
Elevator call,328.356698884342,-5,-6,3,9, Done, dt, 93.643301115658
Elevator call,328.4651171984574,-8,24,3,9, Done, dt, 147.5348828015426
Elevator call,339.867098554736,-9,10,3,0, Done, dt, 43.132901445264
Elevator call,356.7750171885598,-9,69,3,3, Done, dt, 247.2249828114402
Elevator call,369.88592756734556,0,-1,3,2, Done, dt, 26.11407243265444
Elevator call,373.94444349409787,-4,34,3,2, Done, dt, 113.05555650590213
Elevator call,374.7234961849488,-3,64,3,2, Done, dt, 152.27650381505123
Elevator call,374.8932447072923,-1,100,3,2, Done, dt, 198.1067552927077
Elevator call,379.36239737345954,-8,56,3,8, Done, dt, 75.63760262654046
Elevator call,385.0290806533617,35,-9,3,1, Done, dt, 501.9709193466383
Elevator call,390.0533346121049,-6,46,3,0, Done, dt, 88.94666538789511
Elevator call,393.16870473647714,-5,-4,3,3, Done, dt, 45.83129526352286
Elevator call,407.1815824331113,-8,-5,3,3, Done, dt, 20.818417566888684
Elevator call,407.2751756344478,-8,82,3,3, Done, dt, 229.7248243655522
Elevator call,411.8124634838655,65,-2,3,5, Done, dt, 150.18753651613451
Elevator call,423.0325013937281,39,-5,3,8, Done, dt, 112.96749860627187
Elevator call,428.50976475833454,-2,26,3,3, Done, dt, 112.49023524166546
Elevator call,433.5968707841578,5,-7,3,4, Done, dt, 42.40312921584223
Elevator call,435.1813075400478,-4,47,3,4, Done, dt, 224.81869245995222
Elevator call,438.5413130199763,87,-7,3,3, Done, dt, 375.4586869800237
Elevator call,438.99163815922134,-5,14,3,3, Done, dt, 70.00836184077866
Elevator call,440.0203372604258,-7,-3,3,6, Done, dt, 25.979662739574223
Elevator call,447.93205545529304,-3,25,3,1, Done, dt, 161.06794454470696
Elevator call,451.3692847322909,-7,97,3,1, Done, dt, 289.6307152677091
Elevator call,452.03633893661413,-7,2,3,1, Done, dt, 123.96366106338587
Elevator call,459.1711197079285,-1,63,3,3, Done, dt, 128.82888029207152
Elevator call,460.29985923846334,-2,29,3,6, Done, dt, 57.70014076153666
Elevator call,466.2828258638442,-7,69,2,1
Elevator call,468.0898444148602,19,70,3,3, Done, dt, 146.91015558513982
Elevator call,468.8096805917712,-9,54,3,1, Done, dt, 189.1903194082288
Elevator call,469.310926392428,-5,0,3,1, Done, dt, 94.68907360757203
Elevator call,473.7625230253907,8,96,3,3, Done, dt, 187.2374769746093
Elevator call,475.6592720845995,-7,81,3,9, Done, dt, 139.34072791540052
Elevator call,475.75634847981314,-3,4,3,4, Done, dt, 111.24365152018686
Elevator call,481.281534942201,-9,60,3,4, Done, dt, 211.718465057799
Elevator call,488.83835985282417,-1,78,3,4, Done, dt, 242.16164014717583
Elevator call,494.2289555346056,-9,69,3,1, Done, dt, 198.77104446539443
Elevator call,494.9607965395985,-2,54,3,1, Done, dt, 163.0392034604015
Elevator call,496.6254987576124,-4,74,3,1, Done, dt, 211.37450124238762
Elevator call,499.05586101531685,-1,51,3,1, Done, dt, 145.94413898468315
Elevator call,499.0584255361498,100,-7,3,7, Done, dt, 250.9415744638502
Elevator call,505.16613839243473,71,-1,3,7, Done, dt, 198.83386160756527
Elevator call,505.6566422952949,-2,-9,3,9, Done, dt, 239.3433577047051
Elevator call,518.0671397332062,85,-6,3,7, Done, dt, 220.9328602667938
Elevator call,518.0880901967789,80,99,3,7, Done, dt, 43.91190980322108
Elevator call,520.0558146253045,-9,22,3,6, Done, dt, 89.94418537469551
Elevator call,529.1038889273484,-8,76,3,4, Done, dt, 189.8961110726516
Elevator call,540.3602365444688,-9,59,3,8, Done, dt, 92.63976345553124
Elevator call,546.6587095561388,9,-6,3,0, Done, dt, 50.341290443861226
Elevator call,548.4197675221164,42,-3,3,3, Done, dt, 251.58023247788356
Elevator call,550.5479493292721,-6,94,3,4, Done, dt, 206.45205067072789
Elevator call,552.3403654341223,0,61,3,1, Done, dt, 122.6596345658777
Elevator call,559.0984936097279,-1,58,3,4, Done, dt, 121.90150639027206
Elevator call,559.7947453492557,0,-5,3,1, Done, dt, 313.20525465074434
Elevator call,565.1545071354235,-1,45,3,4, Done, dt, 82.8454928645765
Elevator call,568.1655800754872,-6,35,3,5, Done, dt, 533.8344199245128
Elevator call,580.1703274780434,-3,11,3,2, Done, dt, 137.82967252195658
Elevator call,582.4516390620886,-9,20,3,5, Done, dt, 464.5483609379114
Elevator call,589.0230372565832,-6,0,3,0, Done, dt, 23.976962743416834
Elevator call,595.490775913092,-6,6,3,0, Done, dt, 33.509224086908034
Elevator call,597.5318029103412,-8,85,3,5, Done, dt, 790.4681970896588
Elevator call,607.5990041120776,-4,24,3,5, Done, dt, 453.40099588792236
Elevator call,610.140951042742,50,-4,3,2, Done, dt, 240.85904895725798
Elevator call,611.224500217684,-9,10,3,5, Done, dt, 395.77549978231605
Elevator call,612.0358635006885,0,46,3,0, Done, dt, 76.96413649931151
Elevator call,613.9293840790681,-6,78,3,5, Done, dt, 737.0706159209319
Elevator call,616.3622393479691,-7,13,3,5, Done, dt, 403.6377606520309
Elevator call,623.189995332772,-5,7,3,5, Done, dt, 360.810004667228
Elevator call,624.2051767199082,-6,40,3,5, Done, dt, 502.7948232800918
Elevator call,624.9698485206718,-8,15,3,5, Done, dt, 407.0301514793282
Elevator call,629.4378654758448,-3,-8,3,6, Done, dt, 30.562134524155226
Elevator call,631.070552463676,-7,85,3,5, Done, dt, 756.929447536324
Elevator call,633.831429732139,-9,69,3,8, Done, dt, 166.168570267861
Elevator call,636.2539273076598,-2,3,3,5, Done, dt, 323.74607269234025
Elevator call,639.7422437412283,-1,5,3,5, Done, dt, 332.2577562587717
Elevator call,651.3868818369699,-9,-4,3,5, Done, dt, 149.6131181630301
Elevator call,652.5679783504393,-9,34,3,5, Done, dt, 438.43202164956074
Elevator call,653.5233419127721,-8,50,3,5, Done, dt, 513.4766580872279
Elevator call,653.5767423330274,-2,25,3,5, Done, dt, 418.42325766697263
Elevator call,656.5075633958386,27,-6,3,2, Done, dt, 216.4924366041614
Elevator call,660.0054452877641,-1,65,3,3, Done, dt, 297.99455471223587
Elevator call,670.989016205667,0,34,3,5, Done, dt, 420.010983794333
Elevator call,673.6204302245446,-6,-8,3,6, Done, dt, 237.37956977545537
Elevator call,673.8229933731336,-1,-5,3,6, Done, dt, 214.1770066268664
Elevator call,675.8277544680782,-5,-7,3,2, Done, dt, 208.17224553192182
Elevator call,690.3435071708357,-9,90,3,0, Done, dt, 174.65649282916434
Elevator call,691.7480968908078,85,-8,3,6, Done, dt, 219.2519031091922
Elevator call,699.6717221723206,0,-2,3,9, Done, dt, 18.328277827679358
Elevator call,704.514667934332,-3,-5,3,7, Done, dt, 23.48533206566799
Elevator call,705.2713073876516,-2,73,3,5, Done, dt, 620.7286926123484
Elevator call,706.2201195583057,-3,-1,3,5, Done, dt, 171.77988044169433
Elevator call,708.0658532183179,-6,99,3,5, Done, dt, 733.9341467816821
Elevator call,711.129308865326,-9,79,3,8, Done, dt, 108.87069113467396
Elevator call,713.1376730035772,-9,7,3,5, Done, dt, 270.8623269964228
Elevator call,715.847799365004,17,-5,3,0, Done, dt, 294.152200634996
Elevator call,717.5512012445001,-9,-8,3,2, Done, dt, 189.44879875549987
Elevator call,741.5622717619144,-7,-2,3,5, Done, dt, 81.43772823808558
Elevator call,745.5777355501236,-3,43,3,5, Done, dt, 404.42226444987637
Elevator call,748.0824474536339,-8,44,3,9, Done, dt, 74.9175525463661
Elevator call,748.1507335303845,0,8,3,5, Done, dt, 246.8492664696155
Elevator call,753.4612292561235,11,-8,3,3, Done, dt, 71.53877074387651
Elevator call,754.6284250093952,-7,31,3,7, Done, dt, 49.37157499060481
Elevator call,767.4868399779632,-8,78,3,4, Done, dt, 208.5131600220368
Elevator call,774.1687516633001,-3,-4,3,5, Done, dt, 90.8312483366999
Elevator call,775.2702685445281,-7,93,3,5, Done, dt, 640.7297314554719
Elevator call,777.9417682604236,0,15,3,9, Done, dt, 124.0582317395764
Elevator call,778.6706319352074,-7,75,3,5, Done, dt, 559.3293680647926
Elevator call,806.6390731763337,-7,38,3,7, Done, dt, 103.36092682366632
Elevator call,817.4873896408544,-7,81,3,3, Done, dt, 176.51261035914558
Elevator call,822.8097093265976,-9,82,3,5, Done, dt, 542.1902906734024
Elevator call,831.138684889266,-2,14,3,3, Done, dt, 55.86131511073404
Elevator call,833.4568374273454,-9,-4,3,5, Done, dt, 31.543162572654637
Elevator call,836.0439962699525,-1,22,3,3, Done, dt, 68.95600373004754
Elevator call,838.621570462085,78,-7,3,0, Done, dt, 183.37842953791505
Elevator call,839.8585210604213,-9,5,3,5, Done, dt, 132.14147893957875
Elevator call,845.239391091478,-5,91,3,5, Done, dt, 558.760608908522
Elevator call,853.3581855434887,-1,72,3,3, Done, dt, 121.64181445651127
Elevator call,858.0973433429377,-7,-3,3,7, Done, dt, 134.90265665706227
Elevator call,858.7640159647192,-9,7,3,7, Done, dt, 216.2359840352808
Elevator call,866.5927868088187,27,10,3,8, Done, dt, 52.40721319118131
Elevator call,871.2739789725391,-7,9,3,2, Done, dt, 112.72602102746089
Elevator call,872.5166551295156,-2,-3,3,5, Done, dt, 881.4833448704844
Elevator call,872.5448365095152,-1,16,3,1, Done, dt, 91.45516349048478
Elevator call,873.723507324602,-2,0,3,5, Done, dt, 37.276492675398
Elevator call,878.9296668926661,30,61,3,7, Done, dt, 468.0703331073339
Elevator call,883.1763136297499,-1,-9,3,8, Done, dt, 84.82368637025013
Elevator call,887.5384281811356,19,-8,3,8, Done, dt, 69.4615718188644
Elevator call,901.9306690924346,-5,85,3,2, Done, dt, 198.06933090756536
Elevator call,903.9760088669913,-8,-5,3,2, Done, dt, 36.023991133008735
Elevator call,904.4493607498194,-2,15,3,1, Done, dt, 48.55063925018055
Elevator call,904.7476220042074,-6,37,3,2, Done, dt, 117.25237799579259
Elevator call,908.2916284360872,0,41,3,2, Done, dt, 127.7083715639128
Elevator call,910.091855145348,-8,41,3,5, Done, dt, 227.90814485465205
Elevator call,916.9117749072182,11,65,3,1, Done, dt, 106.08822509278184
Elevator call,920.3691333028187,-5,3,3,6, Done, dt, 31.630866697181318
Elevator call,926.6693132841524,-8,-1,3,5, Done, dt, 19.330686715847605
Elevator call,928.0707967206309,-6,69,3,2, Done, dt, 145.92920327936906
Elevator call,940.046133612081,-3,96,3,2, Done, dt, 180.953866387919
