**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,2,0
Elevator call,18.77917039169597,-9,-7,2,0
Elevator call,19.387078657155826,-1,5,1,0
Elevator call,20.327517520632,-1,-5,1,0
Elevator call,27.9999732565052,-1,55,1,0
Elevator call,29.917239624265676,-2,64,1,0
Elevator call,38.28582116015673,-4,68,1,0
Elevator call,39.19202923931175,-4,6,1,0
Elevator call,39.69710409736126,0,95,1,0
Elevator call,49.43307426313186,-2,-4,1,0
Elevator call,54.196436787183075,-6,8,1,0
Elevator call,57.40531969890162,-3,7,1,0
Elevator call,63.05259875982824,-5,-1,1,0
Elevator call,79.37736411739434,-3,85,1,0
Elevator call,89.4285158976113,-5,19,1,0
Elevator call,92.15048695301039,-9,40,2,0
Elevator call,96.61997031673536,-6,39,1,0
Elevator call,108.64204888088284,-2,44,1,0
Elevator call,111.62708145083661,-3,-8,1,0
Elevator call,116.72069026135568,-2,67,1,0
Elevator call,117.93413927793131,-2,70,1,0
Elevator call,133.34539591368775,-9,47,2,0
Elevator call,134.00355801094793,-6,98,1,0
Elevator call,140.52095248879914,-6,54,1,0
Elevator call,142.07808960138755,-8,13,1,0
Elevator call,146.76293294989182,0,73,1,0
Elevator call,147.44392615224183,-7,67,1,0
Elevator call,151.6163012890247,-6,0,1,0
Elevator call,159.17766514162577,0,7,1,0
Elevator call,170.15712188664338,-6,51,1,0
Elevator call,173.25392580462358,62,87,1,0
Elevator call,174.91394871323018,-4,48,1,0
Elevator call,177.9146689591314,-2,10,1,0
Elevator call,179.41211574761928,-2,26,1,0
Elevator call,188.69360223337299,-6,-7,1,0
Elevator call,197.44243298068636,-7,75,1,0
Elevator call,202.63061730226673,-2,0,1,0
Elevator call,203.2352417416962,-8,38,1,0
Elevator call,209.35081553255895,27,-4,1,0
Elevator call,209.97850155767696,-3,4,1,0
Elevator call,210.90630526255882,94,-2,1,0
Elevator call,211.32931870336074,-2,37,1,0
Elevator call,217.22290993535717,-9,49,2,0
Elevator call,218.07434462591186,52,87,1,0
Elevator call,219.81598778407965,-9,36,2,0
Elevator call,220.76873550670848,93,-4,1,0
Elevator call,224.31198381778677,-5,-8,1,0
Elevator call,231.56651879541005,10,62,1,0
Elevator call,238.4981901010815,-3,-2,1,0
Elevator call,249.14578168308412,-1,20,1,0
Elevator call,249.47153929844012,-5,0,1,0
Elevator call,254.50344330296275,-3,43,1,0
Elevator call,255.11453151297678,-5,15,1,0
Elevator call,257.29849213037915,-3,-9,1,0
Elevator call,260.38349181826743,-8,22,1,0
Elevator call,266.894697015759,81,-5,1,0
Elevator call,270.3465008526289,-3,-4,1,0
Elevator call,272.4308393782785,-9,91,2,0
Elevator call,278.80736100021363,-5,26,1,0
Elevator call,285.4590041763097,-4,82,1,0
Elevator call,299.06238686043775,-9,34,2,0
Elevator call,303.5884504315734,-4,49,1,0
Elevator call,305.1612056606798,-9,7,2,0
Elevator call,307.17728820035336,-4,52,1,0
Elevator call,310.1052389352092,38,-3,1,0
Elevator call,310.2471597613528,-8,16,1,0
Elevator call,310.43660083151826,9,-5,1,0
Elevator call,310.65895693179937,-2,-5,1,0
Elevator call,314.465693673799,-8,-6,1,0
Elevator call,318.63880157220933,-5,20,1,0
Elevator call,326.58639638472255,-7,-2,1,0
Elevator call,334.8964002994919,-6,6,1,0
Elevator call,338.34551095760867,-8,14,1,0
Elevator call,346.0955137209953,-8,39,1,0
Elevator call,361.645498123866,-7,63,1,0
Elevator call,363.8472274622245,-5,-3,1,0
Elevator call,381.31971563530055,-7,14,1,0
Elevator call,388.51503029731634,-4,58,1,0
Elevator call,394.25877451521023,-2,-6,1,0
Elevator call,394.9568870028586,-9,-2,2,0
Elevator call,396.01053237831434,-7,95,1,0
Elevator call,396.1162807679582,0,26,1,0
Elevator call,397.828560875153,46,75,1,0
Elevator call,398.52040573961403,-4,28,1,0
Elevator call,399.94909007969295,-1,36,1,0
Elevator call,400.2358983059046,-5,77,1,0
Elevator call,403.08087087207764,-6,60,1,0
Elevator call,420.90267429546566,-3,12,1,0
Elevator call,424.97730311249506,71,0,1,0
Elevator call,431.638137321645,-6,87,1,0
Elevator call,438.369875408335,-3,-4,1,0
Elevator call,440.91040561273644,-7,-2,1,0
Elevator call,442.48024316783403,38,58,1,0
Elevator call,445.22554369489694,-3,17,1,0
Elevator call,447.82100185917807,82,10,1,0
Elevator call,448.37219431241874,-9,31,2,0
Elevator call,448.5527280150875,-7,0,1,0
Elevator call,449.6414067161206,-5,0,1,0
Elevator call,458.57493472839155,0,75,1,0
Elevator call,464.05052587172395,-8,98,1,0
Elevator call,467.1243025576689,-9,27,2,0
Elevator call,471.18462320429603,-8,10,1,0
Elevator call,473.82402016162405,-6,-7,1,0
Elevator call,486.18831609784525,32,71,1,0
Elevator call,494.2575701969208,-6,-9,1,0
Elevator call,499.06404009518997,-9,-5,2,0
Elevator call,505.42918834826446,-5,41,1,0
